"Registration Name","Event No","Event Short Name"
"Lane Quinn | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Marlo Underwood | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Beau Thompson | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Sloane Drake | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Quinn Zimmerman | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Orion Oliver | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Ash Ivory | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Thea Stewart | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Glenn Zimmerman | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Orion Oliver | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Remy Yates | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Indigo Quinn | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Holly Grant | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Glenn Stewart | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Echo Jasper | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Kira Sinclair | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Parker Irvine | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Eden Jarvis | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Casey Marsh | EVT116489","EVT116489","Primary & Secondary Schools - Thursday 17th October, 2.00-2.45pm AEST"
"Jude Edwards | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Devon Irvine | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Finley Thornton | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Hart Clarke | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Morgan Oliver | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Lake Mitchell | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Orion Fairfax | EVT116489","EVT116489","Primary & Secondary Schools - Thursday 17th October, 2.00-2.45pm AEST"
"Jude Cross | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Peyton Irvine | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Ash Hale | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Logan Neville | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Marlo Donovan | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Rowan Kent | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Xen Locke | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Avery Joyce | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Blake Fletcher | EVT116489","EVT116489","Primary & Secondary Schools - Thursday 17th October, 2.00-2.45pm AEST"
"Harper Everett | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Casey Harrison | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Beau Blackwood | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Xiomara Bennett | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Echo Fairfax | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Willow Gibson | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Beau Carlisle | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Sloane Delaney | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Cameron York | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Emery Jarvis | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Xiomara Forbes | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Bay Joyce | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Ellis Norton | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Xiomara Abbott | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Logan Lawson | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Shay Jarvis | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Voss Underwood | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Parker Reynolds | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Morgan Fletcher | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Zephyr Brooke | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Jules Ellison | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Kendall Thompson | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Briar Yates | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Yael Monroe | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Oakley Monroe | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Quinn Mitchell | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Rain Fletcher | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Ira Delaney | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Xiomara Underwood | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Oakley Whitmore | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Cameron Osborne | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Beau Marsh | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Ellis Fairfax | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Frankie Quinn | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Blake Kent | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Devon Irvine | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Casey Mercer | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Parker Irvine | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Jules Ainsley | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Sam Oakes | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Wren Thompson | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Emery Nash | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Finley Anderson | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Olive Vaughan | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Lake Ivory | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Darcy Underwood | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Finley Bennett | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Lake Lawson | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Riley Blackwood | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Jules Thornton | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Jules Bennett | EVT116488","EVT116487","Thursday 10th October, 4.00-4.45pm AEDT"
"Zion Delaney | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Ellis Mercer | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Reese Preston | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Lake Ellison | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Cedar Everett | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Marley Clarke | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Hayden Saxon | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Xiomara Bennett | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Taylor Thornton | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Noel Carlisle | EVT116487","EVT116487","Thursday 10th October, 10.00-10.45am AEDT"
"Hart Harrison | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Sam Harrison | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Peyton Thompson | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Holly Quinn | EVT116488","EVT116488","Thursday 10th October, 4.00-4.45pm AEDT"
"Flynn Carlisle | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Parker Reynolds | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Drew Jarvis | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Ash Ford | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Ira Delaney | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Echo Everett | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Kai Grant | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Ivy Fairfax | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Olive Chambers | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Marlo Zane | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Hart Heath | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Jamie Zimmerman | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Hart Lambert | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Uma Monroe | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Oakley York | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Cameron Ford | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Olive Radcliffe | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Alder Vale | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Sage Yardley | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Skyler Mitchell | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Toni Whitmore | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Xiomara Thornton | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Echo Abbott | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Xiomara Blackwood | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Riley Vale | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Jules Thornton | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Toni Vale | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Finley Thornton | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Beau Vale | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Ash Kent | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Ira Kemp | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Kira Marsh | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Kai Blackwood | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Emery Pemberton | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Yuki Reynolds | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Wren Delaney | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Uma Clarke | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Sam Walsh | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Quinn Mitchell | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Fable Monroe | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Indigo Sinclair | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Taylor Everett | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Jules Emerson | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Jesse Urquhart | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Alex Mercer | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Kai Ellison | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Marley Stewart | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Jesse Donovan | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Taylor Everett | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Peyton Osborne | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Peyton Osborne | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Xiomara Stewart | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Jules Jarvis | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Lane Lambert | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Oakley Norton | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Kendall Dawson | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Logan Vickers | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Morgan Mercer | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Glenn Lawson | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Glenn Zane | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Alder Zimmerman | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Marlo Blackwood | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Greer Harrison | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Pip Lawson | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Hart Drake | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Voss Chambers | EVT116489","EVT116489","Thursday 17th October, 2.00-2.45pm AEDT"
"Kendall Nash | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Kira Mercer | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Wren Chambers | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Zion Vickers | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Zara Donovan | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Jude Blackwood | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Jude Blackwood | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Ellis Randall | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Hart Drake | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Yuki Ingram | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Quinn Hale | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Sage Emerson | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Marley Blackwood | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Devon Harrison | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Sloane Lambert | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Sam Mitchell | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Jordan Kent | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Alder Kirby | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Ellis Gallagher | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Beau Gallagher | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Kira Ellison | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Oakley Saxon | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Yuki Vale | EVT116490","EVT116490","Tuesday 22nd October, 12.00-12.45pm AEDT"
"Yuki Vale | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Ellis Gallagher | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Yael Delaney | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Ash Zimmerman | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Zion Neville | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Olive Stewart | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Bay Barker | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Bay Archer | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Kit Edwards | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Beau Sinclair | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Val Radcliffe | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Xen Knox | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Kira Kirby | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Lane Irvine | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Ellis Palmer | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Kira Irving | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Ellis Gallagher | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Dakota Linden | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Orion Harrison | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Orion Harrison | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Charlie Blackwood | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Yuki Hale | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Mika Palmer | EVT116491","EVT116491","Wednesday 23rd October, 4.00-4.45pm AEDT"
"Sage Ellison | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Hart Ivory | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Uma Mercer | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Uri Nash | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Sloane Underwood | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Parker Irvine | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Ira Forbes | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Olive Oliver | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Emery Palmer | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Yuki Jasper | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Oakley Irvine | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Toni Jarvis | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Jesse Fletcher | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Drew Vale | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Echo Harrison | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Finley Grant | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Lark Harrison | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Skyler Ingram | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Cameron Monroe | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Wren Heath | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Riley Palmer | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Flynn Brooke | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Uri Mercer | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Reese Jarvis | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Zion Emerson | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Jordan Cross | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Sage Linden | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Lane Bennett | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Blake Mercer | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Beau Vale | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Grey Locke | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Uri Donovan | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Quinn Cross | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Bay Jarvis | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Ivy Graham | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Kit Edwards | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Grey Radcliffe | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Jordan Locke | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Wren Yardley | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Echo Marsh | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Jules Mitchell | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Echo Edwards | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Emery Ivory | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Avery Linden | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Thea Preston | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Fable Thompson | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Lake Fairfax | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Emery Linden | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Sam Linden | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Greer Harrison | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Willow Ingram | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Lake Lawson | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Lake Fairfax | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Yuki Zane | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Willow Fletcher | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Harper Neville | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Beau Jasper | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Val Delaney | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Neve Irving | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Beau Knox | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Briar Vaughan | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Marlo Harrison | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Jesse Hale | EVT119492","EVT119492","Tuesday 19th November, 2.30-3.15pm AEDT"
"Zara Randall | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
"Harper Irvine | EVT119493","EVT119493","Tuesday 26th November, 10.00-10.45am AEDT"
"Xiomara Forbes | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Wren Walsh | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Blake Ivory | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Blake Gallagher | EVT119491","EVT119491","Tuesday 19th November, 10.00-10.45am AEDT"
"Marlo Cross | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Glenn Neville | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Quinn Bennett | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Beau Oliver | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Zephyr Radcliffe | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Shay Heath | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Willow Drake | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Remy Stewart | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Lane Graham | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Devon Clarke | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Charlie Blackwood | EVT116494","EVT116494","Tuesday 12th November, 10.00-10.45am AEDT"
"Jesse Weston | EVT119494","EVT119494","Tuesday 26th November, 2.30-3.15pm AEDT"
"Jude Jasper | EVT116493","EVT116493","Wednesday 6th November, 2.00-2.45pm AEDT"
"Neve Emerson | EVT116492","EVT116492","Tuesday 12th November, 2.30-3.15pm AEDT"
